body,title
"
Ante el desabasto de gasolina que se vive en varios estados del país, en redes sociales volvió a circular un video en el que se muestra cómo los habitantes de Calpulalpan, Tlaxcala, extraen con cubetas el diésel acumulado en un canal de este municipio.
Este conducto se nutre de fugas causadas por tomas ilegales de ductos de Petróleos Mexicanos (Pemex), las cuales fueron ocasionadas desde diciembre de 2015.
En la grabación se aprecia cómo varios habitantes caminan hasta la orilla del canal para sustraer con la ayuda de cubetas el combustible. Incluso, personas desde la parte superior del lugar amarran lazos en sus cubetas para ayudarse a extraer el diésel.
A pesar de que este video tiene tres años de su difusión, los cibernautas especifican que en dicho lugar “fluye gasolina libremente” y, argumentan, que las anteriores administraciones permitieron este robo.
 

Los habitantes de Calpulalpan, Tlaxcala, ordeñan libremente un canal con diésel :( pic.twitter.com/UuBzMbH6kQ
 — citlalli (@Citlalli_ev) 11 de enero de 2019

cev
","""Reviven"" video en el que habitantes de Calpulalpan ordeñan un canal con diésel "
"Hasta este viernes, día en que se clausura la exposición “Hemisferios”, se podrá adquirir en el Museo de Arte de Querétaro (MAQRO), la obra del fotógrafo Mauricio de la Vega, que se presentó en este recinto como una retrospectiva de su trabajo desde finales del 2018.
La venta se realiza en apoyo a este fotógrafo queretano, que actualmente se enfrenta al cáncer; los interesados en adquirir alguna pieza, coleccionistas de arte, apasionados de la fotografía, y cualquier persona dispuesta a apoyar, puede acudir hoy al MAQRO en punto de las 20:00 horas, para conocer la muestra y comprar obra original.
“‘Hemisferios’ habla sobre la dualidad que tenemos como seres humanos; del bien y del mal, de la vida y de la muerte, en alguna forma de todos los contrarios que nos definen. A través de esta exposición propongo imágenes que hablan de ello y que, una vez expuestas, han dejado der ser mías, pues las imágenes son de quienes las ven, y de quien las percibe y decide en qué pensar y sentir sobre éstas”, detalla De la Vega sobre este proyecto que se inauguró el pasado 5 de diciembre, bajo la curaduría y museografía del director de la Escuela Activa de Fotografía, Luis Beltrán.

La exposición se inauguró el 5 de diciembre de 2018, culmina esta noche, en la que se podrá comprar obra original
La obra, compuesta por 59 fotografías, también es una retrospectiva del trabajo del autor, quien en dos salas del MAQRO logra captar la belleza de la vida y la muerte a través de flores; de los sublimes movimientos corporales de un artista de la danza contemporánea, y hasta con un autorretrato, donde aparece luciendo la máscara que utilizó en 2017 durante sus sesiones de radioterapia.
En entrevista con EL UNIVERSAL Querétaro, el fotógrafo reflexiona sobre la fugacidad de la vida a través de las flores de sus imágenes. “Si no las retratas en ese momento como las ves, a los pocos días ya no son las mismas, y así es la vida”, asegura el artista de 52 años, quien además comparte su deseo de seguir narrando sus días con la lente y el pincel, una expresión que abandonó en su juventud al enamorarse de la fotografía.
Amor a primera lente
Hace 30 años Mauricio de la Vega inició un viaje sin retorno a través de la fotografía, un arte que conoció mientras cursaba la licenciatura de Artes Visuales en la Universidad Autónoma de Querétaro, donde, de la mano de Arturo Pérez y Pérez, se introdujo en su historia y aprendió la técnica de esta disciplina surgida en Francia, el 19 de agosto de 1839.
Como su etimología refiere, la fotografía es la técnica y el arte de obtener imágenes duraderas a través de la acción de la luz, y ha sido de esta forma como De la Vega ha buscado que su visión sobre la vida trascienda en el tiempo.
Mauricio recuerda los primeros trabajos que lo inspiraron a crear. Primero fueron las fotografías de David Hamilton y posteriormente las de Robert Mapplethorpe, a quien conoció en Nueva York, cuando impulsado por su deseo de introducirse a la fotografía de moda, decidió vender su equipo fotográfico y trasladarse a esta ciudad para trabajar con María Robledo, Barry O’Rourke y Marco Glaviano, el primer fotógrafo que publicó una imagen digital en la revista de moda, “Vogue”, en 1982.

De la Vega reflexiona sobre la fucagicdad de la vida a través de las flores
Tras un año de trabajo en aquel país, el queretano decidió regresar a su tierra natal para, en 1992, abrir su propio estudio de fotografía, el cual hasta la fecha, administra junto a su hermano Fabián bajo el nombre “Estudios De la Vega”.
En sus inicios, este establecimiento era un modesto local ubicado en Arteaga número 57, por donde desfilaron cientos de personas y familias queretanas deseosas de inmortalizar su imagen con ayuda de los hermanos De la Vega.
Pronto, la voz sobre este nuevo recinto se corrió por toda la ciudad, y más gente, de diversos estratos sociales comenzaron a ser retratados por los fotógrafos; desde artistas y periodistas en crecimiento como Inés Sainz, hasta diversos actores de la vida política como diputados, senadores, e incluso dirigentes como Francisco Domínguez Servién, actual gobernador de estado de Querétaro.
“Hicimos mucha fotografía comercial y empresarial, pero efectivamente la mayoría del trabajo eran retratos de grupos y personas que venían hasta de otros estados, como Demián Bichir (…) Además, gracias a la fotografía es que pude conocer muchos rincones familiares, a los que no habría podido aproximarme si no me hubiera dedicado a esto”, asegura Mauricio, quien en su archivo concentra todo tipo de fotografías sociales, desde bodas, XV años y bautizos, hasta los retratos oficiales de las reinas de navidad, que cada año son coronadas en Querétaro para encabezar las celebraciones decembrinas, organizadas por el Patronato de las Fiestas del Estado.
A la par de estos trabajos, el artista desarrolló proyectos alternos en el marco de la llamada fotografía autoral, tal como “Hemisferios”.
 
bft
",Ayudar se convierte en un arte 
"Durante su paso por las calles de Nueva York, la modelo Bella Hadid despertó sospechas de apoyo al movimiento de los 'chalecos amarillos' que protestan contra las políticas del gobierno francés. 
La celebridad de 22 años fue captada al salir de la tienda Chrome Hearts con una camisa blanca oversized, con la que se unió a la sexy tendencia ‘sin pantalón’ para destacar sus kilométricas piernas. 
La hermana de Gigi Hadid utilizó un par de tenis con diseño futurista de la colección Archlight de la firma Louis Vuitton, con un valor de aproximadamente 12 mil pesos. 

Foto: Grosby Group 
Lo que más llamó la atención en su vestimenta fue el chaleco amarillo neón, diseñado por Abloh para la colección de Otoño 2019, que utilizó encima de la camisa blanca, pues es similar a los que utilizan los manifestantes franceses conocidos como los gilets jaunes. 
Este movimiento francés inició luego de que el presidente Emmanuel Macron anunció el incremento al precio de combustible. 
Hasta ahora, Bella Hadid no ha hecho alguna declaración sobre la situación política en Francia ni sobre los chalecos amarillos.
Te puede interesar






Kendall Jenner ‘enciende’ Instagram con sesión en bikini 


La modelo Kendall Jenner mostró su figura delgada ataviada en dos bikinis.



 
Después de disfrutar la temporada de vacaciones de invierno con el cantante The Weeknd, la modelo se reincorporó a sus actividades en la industria de la moda. 
Bella inició su carrera a los 16 años al modelar para comerciales y un año después debutó en la Semana de la Moda de Nueva York, para seguir con los pasos de su hermana Gigi y su mamá Yolanda. 
A lo largo de su carrera ha modelado en pasarelas de importantes marcas de moda como Chanel, Victoria’s Secret, Marc Jacobs, Givenchy y Ralph Lauren. Además, ha posado para portadas de revistas como Elle, GQ, Harper’s Bazaar y Vogue.
Recomendamos






Vanessa Hudgens conquista Los Ángeles con minivestido 


La actriz de 30 años participará en la versión para televisión del musical Rent el próximo 27 de enero 


 
",
"
Ciudad de México.- El secretario de Seguridad Pública y Protección Ciudadana, Alfonso Durazo, informó los deseos del Presidente de la República, Andrés Manuel López Obrador, de que el Congreso modifique el dictamen de la Guardia Nacional para que tenga un mando civil.
“Transmite por mi conducto la necesidad de replantear los términos del diseño original propuestos para la Guardia Nacional, mediante las modificaciones constitucionales que esta Cámara de Diputados estime pertinentes, para ubicar a este ente administrativo en el ámbito civil, dependiente de la Secretaría de Seguridad y Protección Ciudadana”.
 

 Atención Hemos escuchado al pueblo de México. Pedimos a la Cámara de Diputados que ubique la #GuardiaNacional bajo mando civil, y que dependa de la #SSPC.pic.twitter.com/xLBA3G1VxX
 — Secretaría de Seguridad y Protección Ciudadana (@SSPCMexico) 11 de enero de 2019

Durazo también informó que el Presidente ha estado al tanto de las audiencias públicas que se han llevado a cabo esta semana en el Congreso de la Unión, y ha escuchado que es voluntad del pueblo que la Guardia Nacional tenga un mando civil, sin perder la disciplina y capacitación que previeron se iguale a la que tienen la Fuerzas Armadas. 
“Esta propuesta de modificación brindaría un marco de referencia constitucional para transitar al diseño de un cuerpo de seguridad ubicado en el ámbito civil, pero con niveles de disciplina, régimen de servicio, ascenso, prestaciones, ingreso, educación, capacitación profesional y doctrina homologados a los que se aplican actualmente en el ámbito de la Fuerza Armada”, precisó.
Reiteró que con la iniciativa se pretende optimizar el aprovechamiento de recursos con los que cuenta el Estado mexicano a través de las capacidades de la Sedena, la Semar y la Policía Federal.
 
",AMLO pide al Congreso mando civil para Guardia Nacional
"
Si pensabas hacer un viajecito corto este fin de semana, pero temes quedarte sin gasolina a mitad de carretera: que el desabasto no te deje con las con las ganas y anímate a realizar un viaje en autobús a cinco destinos cercanos a la CDMX (o al menos ubicados a tres horas, como máximo).
Querétaro capital
Esta ciudad colonial tiene mucho por descubrir, desde los sitios históricos donde se gestó la Independencia de México, hasta sus pintorescos cajellones donde encontrarás restaurantes, galerías y todo tipo de comercios. También puedes recorrer sus jardines e iglesias, una de las más famosas es el Convento de la Santa Cruz, en el centro de la ciudad.Boleto redondo: desde 630 pesos, saliendo de la Terminal norte o de la Sur. Tiempo estimado de viaje: tres horas.
 



 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por Querétaro Ciudad (@qrociudad) el 18 de Dic de 2018 a las 2:01 PST



Puebla
Una de las visitas obligadas a esta ciudad es su catedral, considerada una de las más hermosas de nuestro país. También puedes recorrer las calles aledañas para comprar comprar dulces, artesanías y, desde luego, piezas de talavera. ¿Para comer? Desde una cemitas en un pequeño local hasta su famoso modelo en alguno de sus restaurantes tradicionalesBoleto redondo: desde 400 pesos, saliendo de las terminals del Norte, Oriente (Tapo) o desde el Aeropuerto de la Ciudad de México. En función de tu punto de salida, podrías llegar en dos horas o dos horas y media.
 



 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por Puebla.Travel (@pueblatravel) el 7 de Oct de 2018 a las 10:05 PDT



Malinalco
Una visita obligada es la zona arqueológica de Cuauhtinchan, donde se adoraba a Malinalxochitl, diosa mexica responsable de la hechicería y artes oscuras. Los guías te contarán la historia y podrás conocer un poco más de nuestro pasado prehispánico. Estando ahí también podrás recorrer el Museo Luis Mario Schneider o el Convento Agustino, que data del siglo XVI.Boleto redondo: desde 200 pesos, saliendo de la Terminal Poniente (Observatorio). Se localiza a unos 150 kilómetros de la CDMX. que representa, aproximadamente, una hora y media de camino.
 



 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por Malinalco Pueblo Mágico (@malinalcopueblomagico) el 27 de Dic de 2018 a las 10:14 PST



Tepotzotlán
Cuando termines de desayunar en los portales, puedes visitar el Museo Nacional del Virreinato (MNV), alojado dentro del Convento de Tepotzotlán. Ahí mismo podrás conocer la capilla del Convento dedicada a la Virgen de Loreto. Los fines de semana puedes unirte a los Recorridos de Leyendas que se organizan justo a un costado del Palacio Municipal y, para rematar, comprar muchas cosas en el Mercado Municipal de Artesanías.Boleto redondo: desde 200 pesos, saliendo de la Terminal Norte. Si no encuentras tráfico, en 40 minutos, aproximadamente, estarás ahí.
 



 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por Portal Tepotzotlán (@tepotzotlanpueblomagico) el 29 de Nov de 2018 a las 10:08 PST



Real del Monte
Da un tour por la Mina de Acosta (a 450 metros de profundidad) para conocer el socavón y los instrumentos utilizados durante el auge del sitio. Echa un vistazo al Museo de Medicina Laboral, exhibe mobiliario de 1907. La Iglesia de la Santa Veracruz es un icono arquitectonico que muestra la última etapa del barroco. Da un paseo por sus callejones empedrados hasta llegar al Panteón Inglés, cobijado por un bosque de oyameles.Boleto redondo: desde 218 pesos, saliendo de la Terminal Norte. No hay un autobús que te lleve directo, debes llegar a Pachuca. En el Reloj Monumental de la capital hidalguense, aborda un colectivo que te lleva por 10 pesos a Real del Monte. El tiempo estimado de viaje es de hora y media.
 



 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por Real del Monte (@realdelmonte) el 9 de Nov de 2018 a las 5:53 PST


  



Artículo


Turibús, una ruta para cada día de la semana 

Destinos


Sus paseos temáticos no te decepcionarán en estas vacaciones 








 
",5 viajes en autobús para que no gastes gasolina
"
El próximo 20 y 21 de enero se podrá disfrutar de uno de los eventos astronómicos más importantes del 2019, un eclipse lunar o ""Luna de sangre""
Para nuestra fortuna será visible desde México, el eclipse se podrá apreciar en su totalidad en las últimas horas de esa noche. Mientras que en Europa occidental y el noroeste de África se podrá contemplar en progreso al amanecer.
Este fenómeno también es conocido como ""Luna de sangre"" debido a que este satélite natural, al pasar por detrás de la sombra de la Tierra, en vez de recibir la luz solar adopta el brillo rojo de la atmósfera.
¿La hora?
El eclipse entrará completamente en fase umbral a las 22:41 hora de la Ciudad México. La totalidad del evento será de una hora y un minuto, y alcanzará su punto máximo a las 23:12. 

¿Cómo verlo?
En la capital mexicana se podrá disfrutar a simple vista por lo que no necesitarás ningún instrumento.
Con informción de Tangible y Agencias
 



Artículo


Cuando nuestro sol muera se convertirá en cristal estelar

Ciencia y Salud


Astrónomos descubrieron la primera evidencia directa de que las enanas blancas se cristalizan 







 
","La ""Luna de sangre"" se aproxima a México. ¿Cuándo? ¿Cómo verlo?"
"Yanet García, una de las más populares del Programa Hoy buscará novio en el matutino.
Magda Rodríguez hará un reality dentro de su programa.
Una de las que buscará pareja es la conductora del clima, quien promocionó mucho su truene el 2018.
Esto parece ser una antesala a un posible programa de este corte que haga Magda, quien venía de TV Azteca con Enamorándonos.
Yanet García suele ser una de las más populares en Instagram, donde sus fotos subidas de tono gustan a sus fans.
VER: Las mejores fotos de Yanet García, la chica del clima
VER: La verdad de las pompis de Yanet García
","Yanet García, le buscan novio en Hoy"
"Si bien hay muchos alimentos que los diabéticos no deben comer para mantener controlada su glucosa, aún existen platillos deliciosos que pueden seguir consumiendo: este es el caso de las carnitas.
Sí, aunque suene difícil de creer, si eres diabético puedes disfrutar de unos deliciosos tacos de carnitas siempre y cuando varies un poco su preparación. 
La recomendación la hace la American Diabetes Association, quienes brindan algunas recetas ricas y sanas que los diabéticos aún pueden comer sin perjudicar su salud. Uno de esos platillos son las carnitas.
Tradicionalmente se hierve la carne de puerco y después se fríe pero, si tan sólo omites este último paso, podrás convertir unas carnitas grasosas en un alimento nutritivo debido a que se reduce en gran medida su contenido de grasa. Si quieres una consistencia un poco más crijiente, puedes asarlas un poco en un comal. 
Por si se te antojaron y quieres prepararlas aquí te dejamos la receta. Sin duda también es una excelente opción para quienes no son diabéticos pero desean cuidar su salud. 
En ambos casos cabe recordar que aún siguiendo la receta saludable la carne de cerdo debe ser consumida de manera ocasional.  
Receta
Porciones: 8
Tamaño de una porción: 1/2 taza
Ingredientes: 
Un kilo de lomo de cerdo deshuesado, 1/2 cdta comino, 1/2 cdta coriando, 1/2 cdta orégano, 2 dientes de ajo enteros, 3 granos de pimienta negra entera, 1 cebolla mediana, pelada y cortada en trozos grandes, 1 zanahoria mediana cortada en trozos grandes.
1. Eche todos los ingredientes en una cacerola grande y agregue agua hasta cubrir. Cocine hasta hervir, tape, baje a fuego mediano y hierva suavemente por 1–1 1/2 horas.
2. Desmenuce o corte la carne en tiritas. Use para tacos o enchiladas.
3. La carne se puede colocar en envases y guardar en el congelador en porciones individuales que luego puede calentar en el horno de microondas.
",
"Más que una enfermedad, la diarrea es síntoma de problemas gastrointestinales o reacciones secundarias al consumo de medicamentos, como laxantes que contengan magnesio. Se caracteriza por evacuaciones blandas, semilíquidas o líquidas.
El síntoma fundamental, señala el Centro Médico-Quirúrgico de Enfermedades Digestivas (CMED), es el aumento en el número de deposiciones, que exceden a tres evacuaciones por día o con una frecuencia mayor que la considerada normal para la persona.
Los alimentos que consumes diariamente podrían ayudarte a hacer más llevadero un episodio de diarrea y, sobre todo, evitar que la deshidratación empeore tu estado de salud.
1. Alimentos dulces y salados
El mayor peligro durante un ataque de diarrea es la deshidratación. Por ello, la mejor manera de protegerse, asegura la Clínica Cleveland, es a través del consumo de alimentos salados y dulces, como galletas saladas y bebidas rehidratantes.
La sal, por un lado, reduce la pérdida de líquidos, mientras que el azúcar, por otro, ayuda al cuerpo a absorber el sodio.

2. Probióticos
Los probióticos son bacterias vivas que se encuentran en el tracto gastrointestinal y provienen de alimentos fermentados, como el yogur, o suplementos dietéticos. Por ello, para restaurar estas bacterias que el cuerpo ha eliminado es recomendable ingerir productos lácteos fermentados, indicó la clínica.

3. Plátano
El plátano es un alimento rico en potasio, por lo que puede ayudar a reemplazar los nutrientes que el cuerpo ha perdido debido a la diarrea.

4. Arroz
Pese a que la fibra es uno de los productos alimenticios que los médicos recomiendan comer, durante los casos de diarrea es necesario evitarlos y preferir alimentos bajos en fibra, como el arroz. De esta manera las heces serán más firmes, señala MedlinePlus.

5. Agua de coco
El agua de coco es buena fuente de hierro, calcio, magnesio, fósforo, sodio y potasio, por lo que mantendrá hidratado el cuerpo durante un episodio de diarrea. La Universidad de Columbia recomienda beber agua de coco una hora después de cada evacuación.

",
"El secretario de Seguridad Pública del Estado (SSPE), comisario Jaime Ernesto Pineda Arteaga, mantuvo una reunión con los representantes de la cadena OXXO, a fin de establecer un acercamiento para poner en marcha medidas que eviten que dicha cadena se mantenga como objetivo criminal.
Durante el año pasado y lo que va del actual, han sido continuos los asaltos que han sufrido sucursales de esta cadena comercial, es por esto que la empresa comercial como la SSPE iniciaron un diálogo para en conjunto atender el problema bajo lineamientos de estrategias, que no dejen de lado el trabajo preventivo de la SSPE ni las medidas de autocuidado que deben tener las empresas.
La SSPE señaló que la atención a las empresas es parte de su labor como institución, sin que ello demerite el trabajo de la dependencia por la integridad de la ciudadanía o visitante en todo el territorio potosino.
Los representantes de las tiendas OXXO ofrecieron toda su colaboración y apoyo para que no solamente se salvaguarde el aspecto material, sino que se resguarde a los despachadores y clientes.
Esta reunión es una de las primeras que se mantendrán con los directivos de la empresa, a fin de lograr establecer estrategias permanentes y sobre todo, mantener un canal de atención abierta por parte de las autoridades de seguridad.
 
apl
",Mantienen SSPE y OXXO reunión para prevenir robos
"
El actor Fernando Luján falleció esta tarde a los 79 años en su casa de Puerto Escondido, Oaxaca, confirmó TV Azteca.
La Asociación Nacional de Actores evalúa junto con la familia si el cuerpo del intérprete se traslada a la Ciudad de México para ser velado.
La productora de televisión Magda Rodríguez puso en su Instagram ""Te voy extrañar"". 
 



 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 



Te voy a extrañar !!! #Fernandolujan gran actor , amigo querido , #patriarca ! #enpazdescanse @marthamarianacastro mi mas sentido pésame te quiero !

Una publicación compartida de  Magda Rodriguez D (@magdaproducer) el 11 Ene, 2019 a las 1:02 PST



El actor y presentador Horacio Villalobos también lamentó el fallecimiento de Luján.
 

Descanse en paz el maravilloso actor Fernando Lujan !!!!!
 — Horacio Villalobos (@Horacitu) 11 de enero de 2019

Hace dos semanas Martha Mariana dijo a Pati Chapoy que fueron a Puerto Escondido de vacaciones porque el médico se los autorizó, pero fue allá donde el actor se empezó a sentir mal por la altura e inmediatamente lo llevaron al médico.
En esa ocasión le dijeron que podían operarlo en Puerto Escondido o trasladarlo a la Ciudad de México, pero pero corría el riesgo de que falleciera en el trayecto. La esposa del intérprete decidió que lo operaran allá y solo se quedaría unos días en observación. 
En breve más información. 
nrv
",Fallece el actor Fernando Luján
"El gobierno de la Ciudad de México informó a través de sus redes sociales que aún hay vacantes para promotores educativos de PILARES en las alcaldías Benito Juárez, Tláhuac, Xochimilco, Magdalena Contreras, Milpa Alta, Miguel Hidalgo y Cuajimalpa.
Un promotor educativo colaborará en la capacitación, enseñanza y formación para que los miembros de la comunidad interesados en terminar sus estudios lo puedan hacer, conozcan sus derechos o aprendan un oficio.
Los requisitos que deben cumplir los promotores educativos de PILARES son:

Ser mayor de edad.
Ser residente de la Ciudad de México.
Comprobante de estudios o de dominio de oficio.
No ser beneficiaro de otro apoyo económico de la misma naturaleza.
No ser trabajador del Gobierno de la Ciudad de México.
Disponibilidad de horario.
Experiencia e interés en trabajo comunitario.
Capacidad empática con jóvenes y mujeres.
Conocer o tener vínvulos con alguna de las colonias, barrios o pueblos donde se establecerán los 200 PILARES durante 2019

Los interesados deben registrarse a través de internet. Para hacerlo puedes dar clic en este enlace.
Los centros PILARES serán espacios en donde toda la comunidad tendrá acceso a la educación, a la capacitación y al desarrollo, en los barrios, colonias y pueblos que padecen más marginación y violencia.
Las personas que cumplan con los requisitos, recibirán una beca entre seis mil y nueve mil pesos mensuales.

 
",Hay vacantes de promotores educativos de PILARES
"

El abastecimiento de combustible se tiene que restablecer y los responsables del saqueo a la nación deben enfrentar a la justicia.

Sin esas condiciones, el Presidente fracasará en el combate al huachicol (y anexas).

No es sencillo.

Sus contrincantes se frotan las manos. Aprovechan los errores de planeación que ocasionan desabasto. Mientras, los delincuentes de cuello blanco aceitan “El Mecanismo”.

Los embates contra Andrés Manuel serán del tamaño del negocio ilícito en juego. Estamos hablando del segundo más lucrativo en el país, después del narcotráfico.

Se trata de una actividad cobijada desde las más altas esferas del poder.

No es nuevo escuchar que el sindicato y funcionarios de Pemex, autoridades civiles y militares, así como encumbrados empresarios están involucrados.

Tampoco es extraño oír que con Fox, Calderón y Peña el despojo fue creciendo. Es verdad que fueron omisos, —los colegas de Animal Político realizaron gráficos con información oficial que así lo demuestran, por más que Calderón Hinojosa lance tuits cínicos e imprecisos.

Hoy la gran diferencia radica en que tenemos a un Ejecutivo Federal que habla de ello, pone el tema sobre la mesa y se dice dispuesto a combatir la maquinaria delictiva.

Al Leviatán que lo abarca todo.

La periodista Ana Lilia Pérez ha investigado y reportado desde hace años la estructura criminal en el sector energético, en libros como: Camisas azules, manos negras. El saqueo de Pemex desde Los Pinos (2010), El Cártel Negro. Cómo el crimen organizado se ha apoderado de Pemex (2011), Pemex RIP. Vida y asesinato de la principal empresa mexicana (2017).

Su trabajo ayuda a dimensionar el drama. El robo se da por mar y tierra.

Extraen y se llevan hidrocarburos. También desmantelan las nuevas plataformas del Golfo de México.

Ana Lilia publicó que desde 2008 llegan embarcaciones y grúas capaces de desmontar helipuertos completos.

El más reciente ocurrió en la madrugada del 1 de noviembre de 2017. Los piratas arribaron a 62 kilómetros de la costa: al proyecto Tsimin A, B, y C.

El botín solo puede ser utilizado por la propia industria petrolera. Luego de la reforma energética, los privados operan sus propias plataformas y no están obligados a demostrar si los equipos que usan les pertenecen, indicó la periodista.

No hay registro de detenciones.

El tamaño del reto que tiene López Obrador enfrente es proporcional a la impunidad de la mafia narco-política-empresarial mexicana.

La clandestinidad es retórica. Opacada por la complicidad en voz alta.

Petróleos Mexicanos es actor principal frente a un espejo. Se mira a sí mismo con una industria paralela operada por el crimen organizado.

El mercado negro incluye al formal.

Se cubren unos a otros.

Y andan sueltos.
 

RAZONES Y PASIONES: El ex mandatario Felipe Calderón Hinojosa tuvo la suerte de que lo sucediera Enrique Peña Nieto.

Este último lo hizo tan mal que le inyectó gasolina a Calderón.

Anda muy activo, no solo en redes sociales.

Junto con su esposa, Margarita Zavala, quiere conformar el partido que capitalice el amplio sentimiento antipeje.

Margarita, quien es la cara amable de la familia, invita a posibles aliados. Una vez convocados llega con Felipe, quien toma la palabra.

Así, casual.

¿Alcanzará la desmemoria, la fobia hacia AMLO, el descontento con Peña-PRI y la fractura de la oposición para que regrese Calderón?
 

Twitter: @elisaalanis
Facebook: Elisa-Alanís-Zurutuza
",Los demonios huachicoleros andan sueltos
"La serie de Luis Miguel sí tendrá segunda temporada, la cual ya fue confirmada.
Todavía no se sabe qué periodo de la vida del cantante abarcará, o mejor dicho, hasta dónde.
Se entiende que debe iniciar en el punto donde termina la primera, por el tema de la desaparición de Marcela Basteri.
Se intuye que será la parte del éxito joven de Luis Miguel, con los boleros, con Mariah Carey y demás.
El casting no ha comenzado, pero con la confirmación poco a poco caerá la información al respecto.
La primera temporada fue de lo más visto y de lo más viral en 2018, gracias al “Coño Mickey” de Luisito Rey.
TE PUEDE INTERESAR
Issabela Camil el gran amor de Luis Miguel
Diego Boneta, ¿en qué se parece a Luis Miguel?
","Serie de Luis Miguel, ¿tendrá segunda temporada?"
" 0 % PULSO SOCIAL0 Recientemente la decisión de Japón de reanudar la cacería de ballenas escandalizó a los defensores de los derechos animales en todo el mundo. Lo cierto es que el país asiático no es el único que ha dado marcha atrás en la conservación de ciertas especies.
Alrededor del mundo, hay naciones que permiten la cacería de animales mediante métodos particularmente inhumanos. Desde golpizas hasta safaris de lujo, estas prácticas han desatado indignación por parte de la comunidad internacional.
Te puede interesar: 10 especies animales que se salvaron de la extinción
Muchos países defienden este tipo de cacerías por medio de la tradición, ya que la captura de los animales se remonta a sus primeros pobladores y ha sido transmitida de generación en generación. El aspecto económico también es un factor importante que impide la regulación de estas cacerías, ya que hay una demanda alta por especies específicas.
Como ejemplo de estos crueles procesos, en De10.mx te presentamos 5 países que permiten la caza brutal de animales. 
1. Ballenas en Japón
",
"
Los titulares de las secretarías de la Defensa Nacional y de la Marina Armada de México coincidieron en que las Fuerzas Armadas sí se someterían al poder civil de la Guardia Nacional si así lo aprueba el Congreso de la Unión.
En el marco de las audiencias públicas sobre la Guardia Nacional que se realizan en la Cámara de Diputados, el secretario de Marina, José Rafael Ojeda, dejó claro que “los militares obedecemos órdenes y si la Guardia Nacional pasa a un mando civil, lo vamos a obedecer; ¡claro que vamos a obedecer!”.
A su vez, el secretario de la Defensa Nacional, Luis Crescencio Sandoval, recordó que las Fuerzas Armadas “obedecemos al señor presidente que es un civil y es nuestro comandante supremo; siempre lo hemos hecho, tenemos más de 100 años obedeciendo a un civil”, enfatizó.
Así, ambos mandos castrenses respondieron directamente a la inquietud en la que coincidieron muchos diputados y senadores durante la mesa titulada Seguridad y Construcción de la Paz, y que cuestionaron si las Fuerzas Armadas estarían dispuestas a someterse al poder civil.
 
En el encuentro, que se prolongó por más de cuatro horas, el secretario de Seguridad Pública y Protección Ciudadana, Alfonso Durazo, abrió la primera ronda de oradores e informó que por su conducto, el presidente de la República, Andrés Manuel López Obrador, presenta una nueva propuesta.
Esto es, que el mando de la Guardia Nacional sea civil y recaiga bajo la Secretaría de Seguridad Pública, mientras que la formación de los integrantes, tenga carácter militar y recaiga sobre las secretarías de la Defensa Nacional y la Marina Armada de México.
A ello, siguieron una serie de planteamientos de diputados y senadores de diversos partidos, quienes coincidieron en la preocupación por saber si las Fuerzas Armadas estarían dispuestas a someterse a las órdenes de mandos civiles.
Ante ello, el secretario de Marina aclaró que los militares están acostumbrados a obedecer y esta no será la excepción. “Mi general (Luis Crescencio Sandoval) y yo obedecemos a un civil, el presidente de la República”.
Además, afirmó que la idea de dar disciplina militar a los miembros de la Guardia Nacional es porque las policías locales no la tienen, y aseguró que en 18 años de estar en las calles en actividades de seguridad, no han militarizado al país.
“Si en 18 años no les hemos fallado, creo que nos hemos ganado el respeto de todos ustedes con sangre; la sociedad nos respeta porque no estamos simulando, estamos actuando por el bien del país”, enfatizó.
A su vez, el secretario de Marina, recordó que las Fuerzas Armadas siempre se han sometido al mando civil, y que ""fue una decisión civil la que nos separó en dos secretarías cuando éramos la Secretaría de Guerra y Marina y a ello nos sometimos.
""Así lo haremos ahora, si el poder civil del Congreso de la Unión, decide que la Guardia Nacional sea instruida por militares, pero sometida al poder civil"", dejó claro el funcionario.
En su oportunidad, el secretario de Seguridad Pública y Protección Ciudadana, Alfonso Durazo Montaño, sostuvo que históricamente las Fuerzas Armadas no le han fallado a México, porque siempre han sido instituciones ejemplares.
Hoy nos vemos obligados a recurrir a ellas para construir una Guardia Nacional con solidez y disciplina, aunque aclaró que el gobierno del presidente Andrés Manuel López Obrador jamás ordenará la represión y que quien incurra en ello, pagará las consecuencias.
",Fuerzas Armadas sí obedecerían a mando civil de la Guardia Nacional
